route,date,day_of_week,days_prior,competitor_price,price,bookings,capacity,is_weekend
DXB-LHR,2026-03-28,5,41,851.51,961.73,123,200,1
LHR-JFK,2026-05-09,5,83,639.24,597.64,168,200,1
DXB-LHR,2026-03-21,5,34,803.78,762.95,166,200,1
LHR-DXB,2026-03-25,2,38,731.17,802.77,130,200,0
JFK-LHR,2026-05-15,4,89,466.45,499.86,129,200,0
SFO-JFK,2026-03-06,4,19,355.45,299.31,200,200,0
LHR-JFK,2026-02-20,4,5,680.79,623.62,192,200,0
LHR-DXB,2026-03-14,5,27,900.71,1025.92,126,200,1
LHR-JFK,2026-04-24,4,68,486.6,414.8,200,200,0
JFK-SFO,2026-04-11,5,55,339.85,369.84,130,200,1
LHR-JFK,2026-04-22,2,66,465.62,570.03,101,200,0
DXB-LHR,2026-04-22,2,66,697.6,624.69,170,200,0
SFO-JFK,2026-05-08,4,82,282.99,353.6,95,200,0
JFK-LHR,2026-05-04,0,78,496.9,454.46,179,200,0
LHR-DXB,2026-04-24,4,68,731.58,849.85,109,200,0
LHR-DXB,2026-04-25,5,69,881.92,746.32,200,200,1
JFK-LHR,2026-03-30,0,43,510.54,565.21,122,200,0
LHR-JFK,2026-03-31,1,44,523.19,603.28,102,200,0
JFK-SFO,2026-04-17,4,61,295.15,329.47,109,200,0
LHR-DXB,2026-03-28,5,41,823.57,910.68,121,200,1
SFO-JFK,2026-05-08,4,82,309.21,337.26,123,200,0
DXB-LHR,2026-03-27,4,40,752.2,756.91,155,200,0
DXB-LHR,2026-03-15,6,28,890.23,1061.47,110,200,1
JFK-SFO,2026-04-28,1,72,310.72,350.7,109,200,0
JFK-SFO,2026-03-05,3,18,332.28,355.84,119,200,0
JFK-SFO,2026-03-31,1,44,288.39,279.68,165,200,0
LHR-JFK,2026-03-28,5,41,607.38,645.61,119,200,1
LHR-DXB,2026-02-16,0,1,1336.34,1222.48,166,200,0
DXB-LHR,2026-05-06,2,80,703.55,667.92,154,200,0
DXB-LHR,2026-03-22,6,35,883.98,1036.86,108,200,1
LHR-JFK,2026-04-05,6,49,591.61,666.36,123,200,1
JFK-LHR,2026-03-29,6,42,642.52,512.57,200,200,1
LHR-JFK,2026-04-01,2,45,546.51,437.22,200,200,0
JFK-SFO,2026-03-20,4,33,338.44,302.19,184,200,0
JFK-LHR,2026-02-16,0,1,910.35,990.85,121,200,0
SFO-JFK,2026-04-10,4,54,298.95,253.24,200,200,0
JFK-SFO,2026-02-24,1,9,342.58,319.76,165,200,0
DXB-LHR,2026-03-19,3,32,809.83,798.49,169,200,0
JFK-SFO,2026-03-30,0,43,339.38,260.51,200,200,0
DXB-LHR,2026-03-07,5,20,847.76,1018.48,97,200,1
DXB-LHR,2026-04-19,6,63,925.11,777.3,199,200,1
JFK-LHR,2026-03-12,3,25,556.41,636.07,114,200,0
DXB-LHR,2026-03-06,4,19,793.48,910.57,110,200,0
LHR-JFK,2026-02-19,3,4,658.12,606.56,187,200,0
SFO-JFK,2026-03-26,3,39,299.83,262.4,200,200,0
SFO-JFK,2026-02-27,4,12,350.93,382.0,138,200,0
LHR-DXB,2026-03-13,4,26,746.83,828.88,130,200,0
DXB-LHR,2026-03-05,3,18,715.0,674.33,165,200,0
SFO-JFK,2026-04-26,6,70,344.15,300.11,187,200,1
DXB-LHR,2026-04-16,3,60,663.24,748.39,107,200,0
LHR-JFK,2026-04-27,0,71,529.6,564.08,123,200,0
LHR-JFK,2026-03-16,0,29,501.1,572.96,121,200,0
LHR-JFK,2026-02-27,4,12,534.77,506.2,157,200,0
SFO-JFK,2026-04-16,3,60,309.49,300.24,158,200,0
JFK-LHR,2026-04-13,0,57,467.84,514.33,124,200,0
JFK-LHR,2026-04-18,5,62,645.23,596.22,161,200,1
JFK-LHR,2026-03-21,5,34,584.92,637.2,137,200,1
DXB-LHR,2026-04-23,3,67,668.53,603.11,172,200,0
DXB-LHR,2026-04-14,1,58,696.17,840.76,105,200,0
LHR-DXB,2026-02-25,2,10,789.95,850.49,134,200,0
JFK-LHR,2026-04-08,2,52,567.16,558.44,145,200,0
DXB-LHR,2026-03-16,0,29,779.86,779.16,156,200,0
JFK-LHR,2026-05-15,4,89,470.08,492.05,143,200,0
JFK-LHR,2026-05-12,1,86,557.34,433.5,200,200,0
JFK-LHR,2026-03-06,4,19,597.61,519.25,200,200,0
JFK-SFO,2026-04-03,4,47,294.72,266.85,199,200,0
LHR-DXB,2026-05-08,4,82,739.15,739.64,158,200,0
LHR-JFK,2026-04-19,6,63,626.63,722.89,107,200,1
SFO-JFK,2026-03-31,1,44,321.29,299.38,177,200,0
JFK-SFO,2026-03-08,6,21,388.37,468.91,99,200,1
JFK-SFO,2026-04-29,2,73,303.45,343.07,108,200,0
SFO-JFK,2026-04-22,2,66,318.07,330.04,141,200,0
JFK-SFO,2026-04-01,2,45,307.81,275.18,186,200,0
LHR-JFK,2026-03-31,1,44,520.63,518.14,157,200,0
JFK-LHR,2026-04-16,3,60,554.78,527.12,174,200,0
DXB-LHR,2026-04-23,3,67,736.79,838.21,108,200,0
SFO-JFK,2026-03-21,5,34,372.18,330.71,173,200,1
LHR-JFK,2026-04-10,4,54,522.4,582.88,113,200,0
SFO-JFK,2026-04-26,6,70,358.04,374.76,145,200,1
JFK-SFO,2026-05-04,0,78,319.2,309.91,159,200,0
LHR-DXB,2026-04-13,0,57,786.28,687.43,181,200,0
LHR-JFK,2026-02-19,3,4,711.73,798.54,109,200,0
JFK-SFO,2026-02-24,1,9,337.62,410.67,100,200,0
JFK-LHR,2026-03-12,3,25,539.66,505.58,171,200,0
LHR-DXB,2026-03-21,5,34,800.81,801.26,153,200,1
JFK-LHR,2026-05-13,2,87,495.89,486.84,147,200,0
SFO-JFK,2026-03-28,5,41,355.24,317.9,171,200,1
JFK-LHR,2026-04-01,2,45,489.78,602.95,93,200,0
LHR-JFK,2026-05-13,2,87,515.5,468.2,197,200,0
JFK-SFO,2026-03-26,3,39,309.62,292.86,176,200,0
SFO-JFK,2026-02-25,2,10,373.07,294.47,200,200,0
JFK-SFO,2026-04-21,1,65,283.88,303.21,143,200,0
LHR-JFK,2026-04-05,6,49,639.14,562.05,190,200,1
JFK-SFO,2026-03-20,4,33,321.6,271.67,200,200,0
DXB-LHR,2026-03-14,5,27,965.48,748.79,200,200,1
JFK-LHR,2026-04-22,2,66,559.81,504.61,185,200,0
LHR-JFK,2026-04-27,0,71,495.1,598.79,95,200,0
DXB-LHR,2026-03-02,0,15,725.66,849.98,114,200,0
JFK-SFO,2026-04-16,3,60,296.63,282.95,174,200,0
JFK-LHR,2026-03-30,0,43,482.05,556.64,115,200,0
DXB-LHR,2026-05-16,5,90,823.21,888.63,116,200,1
SFO-JFK,2026-03-14,5,27,371.77,340.48,194,200,1
SFO-JFK,2026-05-08,4,82,287.83,330.8,114,200,0
JFK-LHR,2026-03-01,6,14,643.29,769.33,101,200,1
DXB-LHR,2026-02-16,0,1,1467.01,1616.39,112,200,0
SFO-JFK,2026-03-06,4,19,307.13,342.26,127,200,0
DXB-LHR,2026-04-17,4,61,783.6,673.47,200,200,0
JFK-LHR,2026-05-11,0,85,465.38,433.25,177,200,0
SFO-JFK,2026-04-08,2,52,281.96,342.83,95,200,0
LHR-JFK,2026-05-13,2,87,480.27,567.44,117,200,0
LHR-DXB,2026-04-27,0,71,676.51,798.58,111,200,0
DXB-LHR,2026-03-24,1,37,775.34,768.23,151,200,0
LHR-JFK,2026-04-04,5,48,563.48,699.37,104,200,1
JFK-SFO,2026-04-02,3,46,315.88,294.53,167,200,0
JFK-LHR,2026-03-07,5,20,618.78,771.13,87,200,1
SFO-JFK,2026-03-15,6,28,398.73,411.1,151,200,1
LHR-DXB,2026-03-10,1,23,742.73,861.92,104,200,0
JFK-SFO,2026-04-12,6,56,336.39,303.45,171,200,1
DXB-LHR,2026-02-17,1,2,1075.69,1028.12,151,200,0
JFK-SFO,2026-03-20,4,33,328.42,264.44,200,200,0
DXB-LHR,2026-04-12,6,56,924.16,1036.19,119,200,1
LHR-DXB,2026-03-15,6,28,963.58,1032.85,126,200,1
DXB-LHR,2026-04-25,5,69,888.57,990.21,112,200,1
JFK-LHR,2026-05-06,2,80,526.73,610.28,116,200,0
LHR-JFK,2026-04-10,4,54,537.56,526.17,162,200,0
DXB-LHR,2026-04-28,1,72,717.19,769.13,124,200,0
JFK-LHR,2026-03-20,4,33,502.85,494.53,166,200,0
LHR-DXB,2026-02-22,6,7,999.4,1154.88,111,200,1
DXB-LHR,2026-05-03,6,77,819.81,775.25,161,200,1
DXB-LHR,2026-04-23,3,67,736.24,685.32,178,200,0
JFK-LHR,2026-02-25,2,10,557.53,672.35,105,200,0
DXB-LHR,2026-02-26,3,11,743.92,719.64,158,200,0
LHR-JFK,2026-03-10,1,23,504.28,506.48,151,200,0
LHR-DXB,2026-02-24,1,9,799.45,718.75,200,200,0
LHR-DXB,2026-04-13,0,57,774.41,740.0,157,200,0
SFO-JFK,2026-05-15,4,89,282.73,330.21,112,200,0
JFK-LHR,2026-05-11,0,85,466.48,575.76,99,200,0
DXB-LHR,2026-03-28,5,41,897.03,896.75,154,200,1
JFK-SFO,2026-04-29,2,73,319.82,330.29,138,200,0
JFK-LHR,2026-04-18,5,62,587.3,498.55,200,200,1
JFK-SFO,2026-02-28,5,13,416.1,421.38,138,200,1
JFK-LHR,2026-04-17,4,61,466.11,559.44,108,200,0
LHR-DXB,2026-04-04,5,48,844.6,1023.18,106,200,1
SFO-JFK,2026-05-04,0,78,290.92,265.93,182,200,0
DXB-LHR,2026-04-15,2,59,709.21,746.6,134,200,0
JFK-LHR,2026-03-05,3,18,523.61,540.68,145,200,0
JFK-SFO,2026-05-10,6,84,349.16,375.79,134,200,1
LHR-DXB,2026-03-27,4,40,747.09,676.77,200,200,0
LHR-JFK,2026-03-24,1,37,489.85,473.79,165,200,0
JFK-SFO,2026-04-01,2,45,292.46,253.56,198,200,0
LHR-DXB,2026-02-17,1,2,1275.69,1280.79,161,200,0
SFO-JFK,2026-05-06,2,80,294.76,337.92,106,200,0
JFK-LHR,2026-05-15,4,89,527.43,561.56,129,200,0
JFK-SFO,2026-04-21,1,65,302.82,284.68,177,200,0
DXB-LHR,2026-05-12,1,86,692.97,735.47,122,200,0
LHR-DXB,2026-03-30,0,43,683.4,695.8,157,200,0
DXB-LHR,2026-04-07,1,51,791.6,637.39,200,200,0
JFK-LHR,2026-04-01,2,45,483.91,523.92,131,200,0
LHR-JFK,2026-02-25,2,10,552.33,542.35,162,200,0
JFK-LHR,2026-04-05,6,49,632.2,680.57,140,200,1
LHR-DXB,2026-04-20,0,64,740.19,698.95,180,200,0
LHR-DXB,2026-03-20,4,33,785.29,727.3,170,200,0
DXB-LHR,2026-02-28,5,13,876.27,951.98,128,200,1
SFO-JFK,2026-04-22,2,66,306.67,274.62,180,200,0
SFO-JFK,2026-05-08,4,82,305.81,334.13,137,200,0
LHR-JFK,2026-04-05,6,49,583.25,741.72,91,200,1
LHR-DXB,2026-04-07,1,51,756.67,823.53,120,200,0
DXB-LHR,2026-05-16,5,90,883.25,931.02,137,200,1
SFO-JFK,2026-04-17,4,61,291.41,354.42,101,200,0
DXB-LHR,2026-03-29,6,42,870.11,799.36,188,200,1
DXB-LHR,2026-04-16,3,60,676.77,641.55,181,200,0
JFK-LHR,2026-04-30,3,74,556.67,410.82,200,200,0
JFK-LHR,2026-03-14,5,27,693.76,577.57,200,200,1
JFK-LHR,2026-03-24,1,37,531.08,513.23,166,200,0
SFO-JFK,2026-05-03,6,77,334.97,338.18,140,200,1
LHR-JFK,2026-05-09,5,83,562.07,578.04,154,200,1
LHR-DXB,2026-04-07,1,51,669.92,713.55,135,200,0
JFK-LHR,2026-05-15,4,89,536.77,487.88,175,200,0
JFK-LHR,2026-05-14,3,88,539.63,472.85,186,200,0
JFK-SFO,2026-04-08,2,52,319.46,252.12,200,200,0
LHR-DXB,2026-03-09,0,22,805.91,890.55,125,200,0
SFO-JFK,2026-05-05,1,79,320.42,337.46,130,200,0
LHR-DXB,2026-04-22,2,66,654.32,734.51,119,200,0
DXB-LHR,2026-04-16,3,60,678.81,693.65,155,200,0
LHR-JFK,2026-05-02,5,76,618.54,623.31,160,200,1
JFK-SFO,2026-04-13,0,57,304.09,329.79,131,200,0
JFK-LHR,2026-02-25,2,10,624.64,633.52,135,200,0
SFO-JFK,2026-03-01,6,14,440.38,475.13,132,200,1
SFO-JFK,2026-04-15,2,59,338.0,272.46,200,200,0
LHR-JFK,2026-04-14,1,58,528.0,598.18,115,200,0
DXB-LHR,2026-04-10,4,54,765.58,591.72,200,200,0
LHR-DXB,2026-03-15,6,28,883.83,990.8,116,200,1
JFK-SFO,2026-03-18,2,31,300.85,304.77,150,200,0
JFK-SFO,2026-03-03,1,16,365.25,307.99,200,200,0
LHR-JFK,2026-03-30,0,43,563.78,564.4,148,200,0
LHR-DXB,2026-02-21,5,6,1065.99,1236.77,106,200,1
SFO-JFK,2026-03-08,6,21,427.86,337.69,200,200,1
JFK-LHR,2026-03-17,1,30,515.99,437.55,200,200,0
JFK-LHR,2026-04-19,6,63,641.6,541.85,195,200,1
SFO-JFK,2026-05-13,2,87,325.59,364.13,112,200,0
LHR-DXB,2026-05-07,3,81,720.5,577.42,200,200,0
LHR-DXB,2026-05-05,1,79,752.14,750.44,155,200,0
DXB-LHR,2026-04-07,1,51,681.36,666.78,156,200,0
LHR-JFK,2026-04-28,1,72,541.13,481.1,170,200,0
LHR-DXB,2026-04-06,0,50,686.02,653.61,156,200,0
JFK-LHR,2026-03-08,6,21,634.31,585.67,181,200,1
JFK-SFO,2026-03-02,0,15,310.14,296.92,159,200,0
JFK-SFO,2026-04-21,1,65,293.26,333.37,114,200,0
SFO-JFK,2026-04-10,4,54,323.57,295.61,184,200,0
LHR-DXB,2026-03-10,1,23,784.58,772.47,152,200,0
JFK-LHR,2026-04-03,4,47,566.89,525.85,167,200,0
JFK-LHR,2026-03-10,1,23,591.56,535.82,182,200,0
JFK-LHR,2026-04-24,4,68,484.85,604.57,99,200,0
JFK-SFO,2026-05-02,5,76,334.95,410.13,104,200,1
JFK-SFO,2026-05-16,5,90,333.2,345.1,149,200,1
DXB-LHR,2026-04-17,4,61,768.18,713.99,189,200,0
JFK-SFO,2026-03-03,1,16,336.56,350.27,138,200,0
JFK-SFO,2026-04-03,4,47,310.83,361.99,102,200,0
LHR-JFK,2026-04-11,5,55,648.91,538.55,200,200,1
LHR-JFK,2026-05-09,5,83,620.05,534.42,186,200,1
SFO-JFK,2026-05-02,5,76,360.36,388.52,124,200,1
SFO-JFK,2026-03-08,6,21,355.89,412.89,103,200,1
SFO-JFK,2026-05-06,2,80,323.48,359.17,129,200,0
LHR-JFK,2026-03-19,3,32,483.98,477.85,167,200,0
JFK-LHR,2026-03-15,6,28,613.03,682.77,121,200,1
JFK-SFO,2026-02-26,3,11,372.95,323.13,194,200,0
JFK-LHR,2026-03-21,5,34,693.75,716.93,134,200,1
JFK-SFO,2026-02-25,2,10,328.3,413.25,99,200,0
DXB-LHR,2026-05-05,1,79,748.22,691.55,185,200,0
JFK-LHR,2026-05-09,5,83,569.77,512.0,193,200,1
LHR-JFK,2026-04-14,1,58,565.15,619.04,124,200,0
DXB-LHR,2026-03-06,4,19,716.38,742.87,145,200,0
SFO-JFK,2026-04-20,0,64,334.13,344.41,145,200,0
LHR-DXB,2026-04-09,3,53,677.91,831.38,97,200,0
SFO-JFK,2026-03-13,4,26,316.02,307.53,163,200,0
JFK-SFO,2026-05-09,5,83,355.56,376.68,128,200,1
LHR-DXB,2026-02-27,4,12,859.07,677.56,200,200,0
SFO-JFK,2026-04-20,0,64,331.44,313.16,176,200,0
JFK-LHR,2026-03-15,6,28,692.4,582.01,200,200,1
DXB-LHR,2026-05-14,3,88,676.97,701.62,149,200,0
LHR-DXB,2026-03-10,1,23,686.57,777.36,117,200,0
DXB-LHR,2026-03-23,0,36,667.95,610.15,181,200,0
LHR-DXB,2026-04-24,4,68,677.74,666.46,167,200,0
JFK-SFO,2026-03-18,2,31,296.65,291.47,166,200,0
DXB-LHR,2026-03-23,0,36,775.11,652.61,200,200,0
JFK-SFO,2026-03-13,4,26,332.61,358.03,132,200,0
JFK-LHR,2026-05-10,6,84,569.6,617.67,133,200,1
LHR-DXB,2026-03-07,5,20,1001.9,938.41,175,200,1
LHR-DXB,2026-04-30,3,74,719.12,781.39,116,200,0
DXB-LHR,2026-04-11,5,55,885.2,914.6,128,200,1
JFK-LHR,2026-04-13,0,57,481.85,495.97,135,200,0
LHR-DXB,2026-04-08,2,52,791.96,851.35,136,200,0
SFO-JFK,2026-04-01,2,45,310.55,292.21,165,200,0
JFK-LHR,2026-02-25,2,10,610.37,534.36,200,200,0
LHR-JFK,2026-03-08,6,21,593.64,549.63,190,200,1
JFK-LHR,2026-02-26,3,11,548.79,505.87,182,200,0
SFO-JFK,2026-04-11,5,55,335.69,443.3,84,200,1
SFO-JFK,2026-04-30,3,74,319.07,289.83,190,200,0
DXB-LHR,2026-03-30,0,43,784.65,821.02,126,200,0
JFK-LHR,2026-03-26,3,39,550.35,618.47,115,200,0
JFK-SFO,2026-03-11,2,24,343.4,356.08,129,200,0
LHR-JFK,2026-02-28,5,13,732.77,707.12,147,200,1
DXB-LHR,2026-02-27,4,12,870.21,752.36,200,200,0
LHR-JFK,2026-02-21,5,6,695.59,772.46,121,200,1
JFK-LHR,2026-03-15,6,28,657.74,514.11,200,200,1
SFO-JFK,2026-04-09,3,53,282.39,356.5,86,200,0
LHR-JFK,2026-02-27,4,12,535.88,575.13,133,200,0
JFK-SFO,2026-03-19,3,32,348.99,289.8,200,200,0
DXB-LHR,2026-04-30,3,74,748.63,840.82,107,200,0
LHR-JFK,2026-03-06,4,19,553.83,569.54,151,200,0
JFK-LHR,2026-02-24,1,9,564.8,588.98,130,200,0
LHR-JFK,2026-05-09,5,83,626.92,736.86,108,200,1
LHR-DXB,2026-05-06,2,80,740.0,841.44,122,200,0
JFK-LHR,2026-05-12,1,86,506.1,426.02,193,200,0
LHR-DXB,2026-04-16,3,60,689.38,635.44,187,200,0
LHR-JFK,2026-05-03,6,77,572.43,493.25,185,200,1
JFK-LHR,2026-04-03,4,47,544.45,566.99,148,200,0
SFO-JFK,2026-04-13,0,57,310.92,335.71,118,200,0
JFK-SFO,2026-05-03,6,77,390.89,362.74,160,200,1
LHR-DXB,2026-04-13,0,57,688.16,615.33,169,200,0
DXB-LHR,2026-03-30,0,43,774.12,807.77,128,200,0
JFK-SFO,2026-02-23,0,8,366.82,353.08,160,200,0
JFK-SFO,2026-04-25,5,69,368.52,335.44,174,200,1
LHR-DXB,2026-05-01,4,75,762.9,805.22,146,200,0
JFK-SFO,2026-03-31,1,44,340.1,301.97,180,200,0
JFK-LHR,2026-02-22,6,7,762.67,767.75,143,200,1
JFK-SFO,2026-04-11,5,55,355.75,428.21,97,200,1
JFK-LHR,2026-05-11,0,85,504.47,453.01,183,200,0
JFK-LHR,2026-04-03,4,47,566.27,573.62,135,200,0
DXB-LHR,2026-02-19,3,4,1037.03,1153.34,120,200,0
DXB-LHR,2026-04-07,1,51,660.73,679.8,144,200,0
JFK-LHR,2026-03-15,6,28,692.36,646.04,186,200,1
DXB-LHR,2026-04-01,2,45,748.62,636.62,200,200,0
JFK-LHR,2026-04-05,6,49,565.18,605.37,142,200,1
LHR-DXB,2026-03-14,5,27,987.94,870.93,181,200,1
JFK-SFO,2026-03-13,4,26,331.23,312.01,179,200,0
SFO-JFK,2026-05-11,0,85,332.48,265.46,200,200,0
LHR-JFK,2026-05-12,1,86,515.36,500.6,172,200,0
DXB-LHR,2026-03-05,3,18,718.43,924.65,86,200,0
JFK-SFO,2026-04-30,3,74,330.05,349.43,135,200,0
SFO-JFK,2026-04-21,1,65,318.56,360.64,114,200,0
DXB-LHR,2026-05-05,1,79,751.41,604.95,200,200,0
DXB-LHR,2026-05-16,5,90,921.68,992.09,122,200,1
DXB-LHR,2026-03-30,0,43,740.62,861.84,109,200,0
JFK-LHR,2026-03-09,0,22,510.39,540.86,145,200,0
JFK-SFO,2026-02-27,4,12,330.21,279.44,200,200,0
LHR-DXB,2026-03-07,5,20,1008.18,811.22,200,200,1
DXB-LHR,2026-04-26,6,70,854.77,968.85,113,200,1
SFO-JFK,2026-02-26,3,11,383.8,353.82,164,200,0
LHR-JFK,2026-03-29,6,42,684.87,650.86,154,200,1
SFO-JFK,2026-03-21,5,34,354.1,371.86,139,200,1
SFO-JFK,2026-05-07,3,81,324.13,273.68,200,200,0
JFK-LHR,2026-05-06,2,80,560.44,611.88,132,200,0
JFK-SFO,2026-04-22,2,66,301.42,265.22,200,200,0
DXB-LHR,2026-05-03,6,77,798.71,983.78,92,200,1
JFK-SFO,2026-04-09,3,53,333.44,360.24,116,200,0
JFK-SFO,2026-03-16,0,29,306.98,362.51,115,200,0
DXB-LHR,2026-03-18,2,31,793.09,809.13,155,200,0
DXB-LHR,2026-03-03,1,16,715.89,810.43,122,200,0
LHR-JFK,2026-04-06,0,50,512.44,622.93,99,200,0
DXB-LHR,2026-04-13,0,57,780.41,853.57,132,200,0
JFK-SFO,2026-03-19,3,32,320.31,303.93,166,200,0
JFK-SFO,2026-03-05,3,18,353.81,394.9,118,200,0
JFK-LHR,2026-03-04,2,17,500.67,526.35,141,200,0
LHR-DXB,2026-04-25,5,69,907.42,835.34,165,200,1
LHR-JFK,2026-03-29,6,42,566.97,522.24,181,200,1
JFK-SFO,2026-04-28,1,72,319.16,331.89,145,200,0
LHR-JFK,2026-05-11,0,85,495.06,514.87,125,200,0
LHR-JFK,2026-05-12,1,86,488.44,470.5,149,200,0
JFK-SFO,2026-04-27,0,71,306.36,343.69,111,200,0
SFO-JFK,2026-03-17,1,30,331.5,319.16,154,200,0
LHR-DXB,2026-02-16,0,1,1427.24,1239.86,197,200,0
LHR-JFK,2026-03-26,3,39,479.58,554.45,118,200,0
SFO-JFK,2026-03-15,6,28,384.22,376.29,152,200,1
LHR-JFK,2026-05-16,5,90,582.67,677.29,101,200,1
JFK-LHR,2026-05-08,4,82,465.6,597.25,88,200,0
SFO-JFK,2026-05-16,5,90,339.88,328.55,158,200,1
JFK-LHR,2026-03-29,6,42,613.79,671.14,119,200,1
LHR-DXB,2026-02-23,0,8,835.92,702.4,200,200,0
LHR-DXB,2026-03-29,6,42,802.18,855.91,143,200,1
LHR-JFK,2026-05-08,4,82,464.06,582.58,89,200,0
DXB-LHR,2026-04-06,0,50,756.09,722.85,156,200,0
JFK-SFO,2026-05-10,6,84,346.9,442.1,98,200,1
JFK-LHR,2026-02-21,5,6,703.74,869.91,102,200,1
LHR-DXB,2026-04-28,1,72,738.78,588.63,200,200,0
JFK-SFO,2026-04-11,5,55,382.48,349.42,169,200,1
SFO-JFK,2026-04-26,6,70,339.61,403.27,106,200,1
JFK-LHR,2026-03-15,6,28,653.51,689.92,144,200,1
DXB-LHR,2026-03-30,0,43,768.14,816.93,142,200,0
DXB-LHR,2026-04-12,6,56,873.84,888.36,139,200,1
JFK-LHR,2026-04-12,6,56,678.21,714.53,140,200,1
SFO-JFK,2026-02-21,5,6,495.76,375.0,200,200,1
LHR-JFK,2026-02-27,4,12,546.74,636.31,102,200,0
LHR-JFK,2026-02-18,2,3,787.64,604.59,200,200,0
LHR-DXB,2026-03-01,6,14,1012.27,864.03,200,200,1
JFK-LHR,2026-04-30,3,74,474.48,571.26,111,200,0
SFO-JFK,2026-02-26,3,11,348.4,318.8,185,200,0
JFK-SFO,2026-03-28,5,41,370.98,391.91,146,200,1
LHR-JFK,2026-04-23,3,67,531.63,427.18,200,200,0
DXB-LHR,2026-03-19,3,32,730.27,688.85,153,200,0
SFO-JFK,2026-03-28,5,41,390.04,448.18,120,200,1
LHR-DXB,2026-04-20,0,64,682.09,630.44,175,200,0
JFK-SFO,2026-03-25,2,38,346.74,282.35,200,200,0
LHR-JFK,2026-05-11,0,85,527.13,593.63,129,200,0
LHR-JFK,2026-02-17,1,2,891.74,804.45,180,200,0
DXB-LHR,2026-04-04,5,48,901.54,1018.23,124,200,1
DXB-LHR,2026-04-26,6,70,879.13,711.65,200,200,1
JFK-LHR,2026-03-31,1,44,482.96,548.42,114,200,0
SFO-JFK,2026-03-20,4,33,344.45,304.5,178,200,0
LHR-DXB,2026-04-16,3,60,694.87,838.7,103,200,0
LHR-DXB,2026-03-12,3,25,764.23,821.8,123,200,0
DXB-LHR,2026-02-19,3,4,992.55,832.76,200,200,0
LHR-DXB,2026-03-19,3,32,724.96,812.7,111,200,0
DXB-LHR,2026-02-20,4,5,896.96,801.45,200,200,0
DXB-LHR,2026-03-19,3,32,684.91,826.86,96,200,0
JFK-SFO,2026-02-19,3,4,437.11,408.87,178,200,0
LHR-DXB,2026-03-28,5,41,876.96,1029.07,113,200,1
JFK-SFO,2026-04-19,6,63,386.57,310.49,200,200,1
JFK-LHR,2026-05-12,1,86,527.65,450.86,200,200,0
DXB-LHR,2026-05-11,0,85,784.36,592.68,200,200,0
JFK-SFO,2026-05-15,4,89,294.8,271.12,168,200,0
SFO-JFK,2026-05-14,3,88,279.78,341.7,95,200,0
JFK-SFO,2026-04-06,0,50,284.82,330.25,111,200,0
JFK-LHR,2026-03-12,3,25,495.16,569.75,108,200,0
JFK-LHR,2026-03-04,2,17,597.61,472.94,200,200,0
LHR-DXB,2026-05-16,5,90,803.36,687.52,199,200,1
LHR-JFK,2026-03-21,5,34,573.74,606.02,127,200,1
LHR-JFK,2026-03-11,2,24,522.73,448.66,200,200,0
LHR-JFK,2026-02-16,0,1,915.25,1091.66,110,200,0
JFK-SFO,2026-02-20,4,5,377.08,373.2,147,200,0
LHR-JFK,2026-03-09,0,22,543.09,559.45,130,200,0
LHR-JFK,2026-04-28,1,72,558.17,569.81,143,200,0
SFO-JFK,2026-03-20,4,33,293.22,376.15,83,200,0
DXB-LHR,2026-03-02,0,15,772.93,889.54,105,200,0
DXB-LHR,2026-03-14,5,27,868.61,957.07,128,200,1
SFO-JFK,2026-05-07,3,81,310.29,303.02,143,200,0
LHR-DXB,2026-02-16,0,1,1488.84,1384.76,183,200,0
JFK-LHR,2026-04-10,4,54,561.06,480.38,200,200,0
SFO-JFK,2026-03-18,2,31,349.85,257.39,200,200,0
LHR-DXB,2026-03-18,2,31,732.53,714.51,155,200,0
LHR-JFK,2026-04-28,1,72,543.52,606.46,113,200,0
JFK-SFO,2026-03-21,5,34,388.92,306.89,200,200,1
LHR-DXB,2026-03-15,6,28,889.75,789.32,178,200,1
JFK-LHR,2026-04-29,2,73,515.18,605.29,109,200,0
SFO-JFK,2026-03-31,1,44,307.57,258.4,200,200,0
JFK-LHR,2026-02-22,6,7,761.46,871.27,109,200,1
JFK-LHR,2026-04-02,3,46,489.21,577.21,111,200,0
JFK-SFO,2026-03-27,4,40,300.32,294.15,167,200,0
LHR-DXB,2026-05-04,0,78,789.44,752.83,163,200,0
JFK-SFO,2026-02-18,2,3,423.58,524.26,101,200,0
JFK-SFO,2026-05-10,6,84,391.45,394.93,134,200,1
LHR-DXB,2026-03-09,0,22,757.43,660.99,188,200,0
LHR-JFK,2026-03-08,6,21,683.29,758.7,129,200,1
LHR-DXB,2026-05-03,6,77,853.3,946.39,116,200,1
SFO-JFK,2026-02-20,4,5,396.03,405.46,132,200,0
LHR-DXB,2026-04-20,0,64,744.8,732.72,146,200,0
DXB-LHR,2026-04-21,1,65,700.25,659.61,159,200,0
LHR-JFK,2026-02-24,1,9,543.3,483.08,186,200,0
SFO-JFK,2026-04-12,6,56,369.5,394.53,130,200,1
JFK-SFO,2026-03-10,1,23,324.23,287.63,183,200,0
SFO-JFK,2026-03-23,0,36,305.88,297.32,143,200,0
DXB-LHR,2026-05-10,6,84,868.81,897.94,146,200,1
